,Lycorine_A1,Lycorine_A9,Lycorine_A18,Bufalin_B3,Bufalin_B12,Bufalin_B20,DMSO_C5,DMSO_C14,DMSO_C22
ENSRNOG00000004078,9921,6471,7143,5205,4478,5272,6302,5402,4243
ENSRNOG00000004083,1309,1141,1201,1009,1040,1237,1572,1098,1057
ENSRNOG00000004084,7,13,10,3,10,3,2,7,7
ENSRNOG00000004085,330,600,356,221,290,407,263,257,264
ENSRNOG00000004089,33,29,41,113,85,145,261,97,105
ENSRNOG00000004090,50,31,34,45,40,64,83,40,37
ENSRNOG00000004091,1282,626,833,1324,703,992,1162,632,662
ENSRNOG00000004092,0,1,0,0,1,0,1,0,1
ENSRNOG00000004093,2062,2946,2751,1293,1427,1896,2310,1446,1480
ENSRNOG00000004094,11,10,9,4,4,7,7,4,7
ENSRNOG00000004099,853,1091,833,1362,1184,1749,2267,1502,1442
ENSRNOG00000004100,632,800,856,1100,1062,1421,1154,961,979
ENSRNOG00000004101,16,9,7,1,6,1,1,2,3
ENSRNOG00000004103,573,561,528,598,720,812,1183,771,679
ENSRNOG00000004104,35,65,38,29,38,52,26,32,28
ENSRNOG00000004107,7670,4326,5016,9184,7053,7477,9567,6315,6958
ENSRNOG00000004108,0,0,0,0,0,0,0,0,0
ENSRNOG00000004109,453,589,438,352,365,452,322,314,451
ENSRNOG00000004110,122,62,59,128,118,89,92,106,99
ENSRNOG00000004111,118,179,170,258,215,280,458,276,278
ENSRNOG00000004112,4,1,3,5,1,2,4,0,4
ENSRNOG00000004117,0,1,1,4,10,5,5,19,4
ENSRNOG00000004118,0,0,1,1,0,0,0,0,0
ENSRNOG00000004120,5,1,0,1,1,2,2,0,5
ENSRNOG00000004122,3,1,5,4,0,0,0,0,0
ENSRNOG00000004124,1,0,0,0,0,0,0,0,0
ENSRNOG00000004125,22,7,8,16,17,10,16,7,19
ENSRNOG00000004127,693,595,596,803,649,840,1033,749,780
ENSRNOG00000004130,580,591,446,635,758,681,1079,681,684
ENSRNOG00000004131,601,754,574,820,1002,1139,1589,1111,1112
ENSRNOG00000004132,1688,1001,1391,1944,1348,2069,3352,1756,2055
ENSRNOG00000004133,11,2,5,81,43,81,83,86,77
ENSRNOG00000004135,159,165,129,161,196,205,284,175,169
ENSRNOG00000004137,276,299,355,426,425,498,464,404,486
ENSRNOG00000004139,2543,2231,2323,3039,2912,3308,3641,2754,3039
ENSRNOG00000004140,53,64,47,83,124,117,166,117,99
ENSRNOG00000004141,1964,907,1152,742,365,566,909,564,609
ENSRNOG00000004142,0,0,0,0,0,0,0,0,0
ENSRNOG00000004143,3022,2941,2818,3531,4121,4778,5369,3730,3972
ENSRNOG00000004144,14,8,4,3,11,3,9,8,11
ENSRNOG00000004145,68,140,73,83,53,67,86,63,59
ENSRNOG00000004146,95,154,112,210,209,294,417,285,283
ENSRNOG00000004147,85,84,74,137,62,71,106,47,38
ENSRNOG00000004148,2843,2615,3284,1931,1664,2170,2496,1616,1808
ENSRNOG00000004149,0,0,1,2,0,1,1,0,1
ENSRNOG00000004150,6,4,1,26,25,30,42,29,25
ENSRNOG00000004152,131,191,184,435,355,427,530,350,334
ENSRNOG00000004155,159,57,99,50,27,52,74,38,57
ENSRNOG00000004158,131,95,83,284,176,275,394,162,211
ENSRNOG00000004159,4780,6094,4678,4252,4749,5929,6332,4842,4961
ENSRNOG00000004160,55,30,41,163,135,155,319,248,164
ENSRNOG00000004161,1002,1069,905,686,761,751,866,725,704
ENSRNOG00000004162,384,410,434,212,241,290,396,194,275
ENSRNOG00000004163,0,0,0,0,0,0,0,0,0
ENSRNOG00000004165,671,557,628,330,273,403,432,264,394
ENSRNOG00000004168,215,150,89,426,327,467,526,292,514
ENSRNOG00000004169,680,744,730,546,540,669,903,589,539
ENSRNOG00000004171,8,11,5,0,0,1,0,2,1
ENSRNOG00000004172,2632,5748,2952,1242,2449,2876,1393,2092,1966
ENSRNOG00000004177,14,8,7,2,1,5,1,1,2
ENSRNOG00000004179,33,8,8,0,1,0,0,0,0
ENSRNOG00000004180,9,14,19,36,161,102,82,142,127
ENSRNOG00000004181,92,55,34,31,22,48,68,49,44
ENSRNOG00000004183,380,381,351,490,517,539,698,451,424
ENSRNOG00000004185,1541,1407,1385,1362,1288,1540,1922,1273,1320
ENSRNOG00000004186,566,808,531,398,506,586,539,460,500
ENSRNOG00000004188,0,0,0,2,3,1,0,0,0
ENSRNOG00000004189,373,487,335,326,381,702,443,406,482
ENSRNOG00000004192,102,89,92,218,170,234,217,162,181
ENSRNOG00000004193,677,694,522,511,502,436,782,407,364
ENSRNOG00000004195,96,37,58,51,28,36,55,25,34
ENSRNOG00000004196,3227,1851,2056,3920,2844,3055,5107,2596,2915
ENSRNOG00000004197,230,269,230,183,229,289,227,236,248
ENSRNOG00000004198,96,183,99,112,103,142,125,97,70
ENSRNOG00000004199,1,3,2,2,1,1,6,3,1
ENSRNOG00000004200,180,519,138,12,5,5,8,6,2
ENSRNOG00000004201,4,4,7,7,4,13,6,3,10
ENSRNOG00000004205,1891,1687,1779,1855,1214,1775,1847,1336,1564
ENSRNOG00000004206,2294,2044,2016,1732,1940,1958,2063,1674,1749
ENSRNOG00000004207,21,20,25,52,30,34,36,33,19
ENSRNOG00000004208,2363,2238,1402,1110,789,955,1142,662,743
ENSRNOG00000004210,7,10,7,1,7,7,13,7,7
ENSRNOG00000004212,279,158,165,183,168,158,280,160,167
ENSRNOG00000004214,2856,1861,2042,3550,2973,3175,4598,2859,3230
ENSRNOG00000004216,5,5,4,1,1,3,4,2,1
ENSRNOG00000004217,1406,1106,1459,768,565,803,985,549,636
ENSRNOG00000004218,59,43,45,81,77,105,142,70,68
ENSRNOG00000004219,1011,926,929,899,1115,1285,1435,1086,1104
ENSRNOG00000004220,340,412,292,446,468,544,796,444,430
ENSRNOG00000004221,3,4,5,0,2,2,2,1,2
ENSRNOG00000004222,0,0,0,0,0,0,0,0,0
ENSRNOG00000004225,0,8,3,0,3,0,3,1,2
ENSRNOG00000004226,3254,1868,1901,739,778,1002,1890,760,659
ENSRNOG00000004229,17,6,20,3,1,2,4,0,1
ENSRNOG00000004232,88,74,71,142,141,132,231,142,119
ENSRNOG00000004234,914,629,711,1285,1273,1486,1683,1269,1119
ENSRNOG00000004239,49,35,50,37,25,43,31,33,38
ENSRNOG00000004242,13,3,3,11,6,8,20,3,13
ENSRNOG00000004245,2357,2121,1809,1433,1772,1683,1725,1478,1571
ENSRNOG00000004246,2363,1879,1750,1767,1565,1712,2252,1456,1512
ENSRNOG00000004247,0,0,1,0,0,0,0,0,0
ENSRNOG00000004249,3,1,2,74,119,153,360,158,92
ENSRNOG00000004252,1683,1221,1200,1767,1596,1708,2106,1444,1506
ENSRNOG00000004255,698,799,595,1123,1305,1475,1701,1359,1060
ENSRNOG00000004257,32,37,35,92,122,140,213,210,161
ENSRNOG00000004258,78,101,99,103,105,114,157,138,127
ENSRNOG00000004259,1144,892,851,1383,1418,1475,1919,1406,1332
ENSRNOG00000004262,4,4,4,8,2,9,7,3,11
ENSRNOG00000004263,260,273,252,419,456,551,870,472,441
ENSRNOG00000004265,6,7,0,10,4,2,9,0,0
ENSRNOG00000004268,261,239,240,274,288,286,518,279,248
ENSRNOG00000004269,2,1,2,0,0,0,1,2,0
ENSRNOG00000004273,1266,576,957,1225,633,902,1983,770,920
ENSRNOG00000004275,36,54,8,11,24,13,9,17,18
ENSRNOG00000004276,4670,8441,8192,790,652,1075,782,692,713
ENSRNOG00000004278,1,0,0,0,0,0,2,0,0
ENSRNOG00000004279,148,194,147,247,302,342,466,327,313
ENSRNOG00000004280,209,261,225,287,295,624,490,278,660
ENSRNOG00000004281,197,237,210,160,166,194,166,161,154
ENSRNOG00000004282,1202,724,791,1166,820,881,845,829,944
ENSRNOG00000004283,1280,1122,1060,1793,1391,1940,2649,1386,1562
ENSRNOG00000004284,7454,9003,9788,8285,7395,10102,8986,6422,8141
ENSRNOG00000004287,213,174,170,333,269,335,486,320,309
ENSRNOG00000004288,326,322,257,414,432,502,824,481,413
ENSRNOG00000004290,1090,897,1127,1312,928,1259,1545,988,1180
ENSRNOG00000004291,5705,4148,4923,5730,5205,5985,6988,4492,5447
ENSRNOG00000004292,219,264,190,287,247,305,448,251,254
ENSRNOG00000004294,0,0,0,0,0,0,0,3,0
ENSRNOG00000004296,0,0,0,0,0,0,0,0,0
ENSRNOG00000004298,4,0,1,5,5,2,4,2,1
ENSRNOG00000004300,181,142,158,144,178,172,233,155,177
ENSRNOG00000004301,1214,1100,1019,1058,1100,1175,1627,1150,1090
ENSRNOG00000004302,0,0,0,2,0,0,1,0,0
ENSRNOG00000004303,4349,8320,5493,2170,2166,4047,2304,1986,1577
ENSRNOG00000004304,1841,1372,1669,1086,1000,1082,1402,1054,958
ENSRNOG00000004305,1127,980,942,1078,1099,1486,1591,980,1327
ENSRNOG00000004306,169,254,173,341,351,371,549,330,322
ENSRNOG00000004307,560,220,654,178,170,1267,497,275,874
ENSRNOG00000004310,640,478,438,1203,1155,1346,2342,1204,1141
ENSRNOG00000004311,25,31,20,35,30,30,97,50,37
ENSRNOG00000004312,505,469,360,518,598,651,930,633,543
ENSRNOG00000004314,445,266,398,222,145,221,340,164,204
ENSRNOG00000004316,28,14,12,21,20,25,49,26,30
ENSRNOG00000004317,114,125,100,52,51,38,144,51,19
ENSRNOG00000004319,15,14,16,7,17,11,19,9,8
ENSRNOG00000004320,4,1,3,1,1,0,0,1,0
ENSRNOG00000004322,7246,6792,5309,4160,4418,4493,5320,3947,3667
ENSRNOG00000004327,643,652,425,343,448,441,368,352,358
ENSRNOG00000004328,109,69,34,93,61,48,75,62,25
ENSRNOG00000004330,10,11,17,109,28,66,179,65,56
ENSRNOG00000004332,70,66,120,251,221,268,506,208,199
ENSRNOG00000004333,575,672,488,1182,919,1447,1667,1124,1354
ENSRNOG00000004337,842,790,654,1161,1466,1459,1849,1474,1379
ENSRNOG00000004339,1512,1346,1325,879,870,1207,1509,1032,1106
ENSRNOG00000004341,32,19,15,59,61,50,31,31,53
ENSRNOG00000004342,214,159,175,378,239,243,494,287,263
ENSRNOG00000004344,632,748,641,904,966,1097,1525,1016,989
ENSRNOG00000004345,2220,2443,2110,1063,1229,1448,1757,1151,1348
ENSRNOG00000004346,127,100,100,785,162,174,374,299,185
ENSRNOG00000004351,465,523,368,192,151,232,193,143,187
ENSRNOG00000004353,0,1,0,0,2,1,3,3,1
ENSRNOG00000004356,4,6,7,7,2,2,3,2,3
ENSRNOG00000004359,2413,7255,2615,2079,3038,4678,3720,3978,2862
ENSRNOG00000004360,208,211,198,290,280,276,417,259,281
ENSRNOG00000004361,1259,2599,1297,363,1790,2155,1245,1836,1493
ENSRNOG00000004362,1031,759,837,403,352,441,525,326,393
ENSRNOG00000004364,1400,1395,1212,778,901,924,1076,814,829
ENSRNOG00000004367,235,152,167,477,461,780,1266,790,934
ENSRNOG00000004372,0,0,0,0,0,0,0,0,0
ENSRNOG00000004373,2765,1458,1695,1988,1545,1755,2883,1720,1700
ENSRNOG00000004377,1168,3340,2051,231,428,776,242,258,501
ENSRNOG00000004378,193,113,156,136,201,199,189,174,263
ENSRNOG00000004380,0,1,0,0,0,0,2,0,0
ENSRNOG00000004381,0,0,0,1,0,2,3,0,4
ENSRNOG00000004382,334,465,336,453,509,644,840,522,540
ENSRNOG00000004387,91,96,88,221,273,288,392,281,251
ENSRNOG00000004390,1,0,0,2,0,1,0,0,0
ENSRNOG00000004391,32,5,15,12,1,10,30,4,5
ENSRNOG00000004392,22,22,20,8,12,26,23,7,16
ENSRNOG00000004393,0,0,0,0,0,0,0,0,1
ENSRNOG00000004395,3179,2546,2323,2746,2335,2948,3742,2129,2661
ENSRNOG00000004398,44,5,16,7,3,4,24,10,5
ENSRNOG00000004399,0,0,0,0,0,0,0,0,0
ENSRNOG00000004400,0,6,0,0,0,1,12,6,5
ENSRNOG00000004401,1568,1488,1327,1310,1420,1280,1705,1357,1137
ENSRNOG00000004402,231,382,221,265,376,357,425,314,340
ENSRNOG00000004403,381,327,361,556,504,755,668,564,568
ENSRNOG00000004404,0,0,0,1,0,2,5,0,2
ENSRNOG00000004405,0,0,1,0,2,0,2,1,1
ENSRNOG00000004409,11,19,13,30,40,47,44,40,34
ENSRNOG00000004410,12,4,6,1,2,4,9,0,2
ENSRNOG00000004411,0,3,0,23,7,20,53,24,22
ENSRNOG00000004412,58,62,67,174,128,133,238,119,119
ENSRNOG00000004414,264,118,108,605,437,485,1467,571,458
ENSRNOG00000004415,706,475,614,401,270,343,558,309,315
ENSRNOG00000004417,1563,814,779,423,335,388,564,303,296
ENSRNOG00000004419,0,1,0,1,0,0,0,0,0
ENSRNOG00000004420,1985,1788,1632,2254,2031,2337,3249,2052,1884
ENSRNOG00000004421,417,339,391,632,479,534,592,433,470
ENSRNOG00000004423,131,341,145,187,264,399,451,281,301
ENSRNOG00000004424,22,25,20,36,32,49,88,38,32
ENSRNOG00000004425,193,190,163,93,94,113,128,79,87
ENSRNOG00000004426,3270,2080,2449,5576,4229,4554,6853,3904,4382
ENSRNOG00000004430,743,1141,388,452,595,359,554,606,276
ENSRNOG00000004437,150,122,72,52,45,37,53,40,18
ENSRNOG00000004438,1,2,0,9,0,5,0,6,0
ENSRNOG00000004440,10,11,10,2,7,9,17,4,12
ENSRNOG00000004441,4,1,1,39,27,42,42,32,22
ENSRNOG00000004442,696,1073,698,296,445,632,241,359,466
ENSRNOG00000004443,2,0,0,2,0,1,1,0,1
ENSRNOG00000004444,26,13,16,60,32,49,101,61,66
ENSRNOG00000004448,36,67,32,38,69,81,33,42,92
ENSRNOG00000004449,1950,2449,1463,1777,1994,2099,2333,1938,1855
ENSRNOG00000004451,0,0,0,0,0,0,0,0,0
ENSRNOG00000004452,1,4,3,3,1,0,3,1,0
ENSRNOG00000004453,0,0,0,3,1,3,2,2,0
ENSRNOG00000004456,16,9,23,11,9,23,16,10,26
ENSRNOG00000004457,1,1,2,5,3,0,0,9,1
ENSRNOG00000004458,34,29,19,30,6,9,24,15,7
ENSRNOG00000004459,11,63,14,5,1,1,4,2,0
ENSRNOG00000004461,7,9,12,13,12,12,12,7,11
ENSRNOG00000004464,773,734,559,1930,1749,2063,2919,1843,1685
ENSRNOG00000004466,68,136,37,90,144,144,190,139,92
ENSRNOG00000004470,30,2,12,1,3,4,0,1,3
ENSRNOG00000004471,129,140,99,240,310,315,604,322,339
ENSRNOG00000004473,330,317,265,156,126,151,159,117,136
ENSRNOG00000004474,534,626,479,426,497,640,871,558,534
ENSRNOG00000004476,148,86,137,47,65,40,105,81,74
ENSRNOG00000004477,440,513,397,442,486,545,879,572,562
ENSRNOG00000004479,196,229,196,184,188,139,271,113,131
ENSRNOG00000004481,2396,2025,2218,1804,1623,1751,2535,1812,1544
ENSRNOG00000004482,793,447,477,576,308,525,1051,403,564
ENSRNOG00000004483,413,529,384,162,151,268,257,158,157
ENSRNOG00000004484,0,2,0,0,0,1,2,1,0
ENSRNOG00000004487,17,12,14,27,5,13,27,9,9
ENSRNOG00000004488,49,54,104,24,17,63,61,3,31
ENSRNOG00000004489,671,917,637,1280,767,1117,2575,1029,929
ENSRNOG00000004492,808,574,655,547,567,658,933,623,592
ENSRNOG00000004493,438,452,370,261,207,247,301,206,224
ENSRNOG00000004494,338,325,320,363,326,398,632,388,393
ENSRNOG00000004496,3844,3653,2849,3096,3088,3276,3705,3207,3096
ENSRNOG00000004498,115,23,26,106,43,38,59,14,47
ENSRNOG00000004499,11,7,8,1,1,5,1,3,14
ENSRNOG00000004500,6748,7550,7990,3530,4457,4540,5346,3912,3581
ENSRNOG00000004501,0,0,0,0,0,0,0,0,0
ENSRNOG00000004502,9,1,2,4,0,0,0,2,4
ENSRNOG00000004503,93,130,110,33,53,54,51,34,44
ENSRNOG00000004505,734,1634,994,690,656,1144,1377,833,945
ENSRNOG00000004509,572,545,450,686,716,743,1030,658,636
ENSRNOG00000004510,1380,1230,1232,1311,1440,1686,1987,1461,1490
ENSRNOG00000004512,915,896,799,611,946,849,847,850,747
ENSRNOG00000004515,2242,1632,1802,2327,2275,2753,3411,2569,2490
ENSRNOG00000004516,24,32,13,183,173,207,252,170,139
ENSRNOG00000004517,13,10,9,55,18,28,40,22,20
ENSRNOG00000004518,162,113,122,54,48,43,129,59,32
ENSRNOG00000004519,932,638,599,1086,1035,1106,1764,953,945
ENSRNOG00000004520,84,111,91,166,106,128,204,99,109
ENSRNOG00000004521,1640,1151,1640,1426,1001,1201,1984,936,1107
ENSRNOG00000004524,271,228,263,451,463,691,803,526,564
ENSRNOG00000004526,2402,2178,2163,2321,2442,2660,2873,2286,2339
ENSRNOG00000004527,0,1,2,0,1,0,1,1,1
ENSRNOG00000004531,28,38,35,20,9,34,45,10,30
ENSRNOG00000004532,132,153,61,84,59,55,94,87,57
ENSRNOG00000004534,144,70,76,154,71,73,143,63,106
ENSRNOG00000004535,14,5,4,7,2,0,2,9,4
ENSRNOG00000004537,1261,1648,1010,580,801,788,583,693,550
ENSRNOG00000004538,5173,3938,4648,2203,2075,2671,2866,1958,2301
ENSRNOG00000004540,8,7,19,10,3,13,8,6,7
ENSRNOG00000004542,35,24,23,28,30,52,109,36,46
ENSRNOG00000004544,902,822,724,823,845,884,1165,771,875
ENSRNOG00000004549,449,466,368,676,616,661,844,566,559
ENSRNOG00000004553,1827,1259,1165,1079,1047,1026,1562,994,840
ENSRNOG00000004554,548,546,700,7365,8152,7670,14822,9154,5676
ENSRNOG00000004555,1,3,1,1,0,0,1,0,3
ENSRNOG00000004556,1166,1333,983,968,1211,1464,1383,1215,1355
ENSRNOG00000004560,22,6,21,2,5,4,3,9,1
ENSRNOG00000004563,828,838,705,747,620,735,610,483,608
ENSRNOG00000004564,0,0,0,0,1,0,0,0,0
ENSRNOG00000004566,203,211,105,365,249,305,677,304,273
ENSRNOG00000004571,24,42,24,29,30,28,72,21,43
ENSRNOG00000004572,46,40,36,38,39,47,70,43,43
ENSRNOG00000004574,319,221,246,433,368,411,521,280,346
ENSRNOG00000004575,83,136,221,568,1018,1023,4620,442,584
ENSRNOG00000004577,1957,1858,1695,761,966,1270,1236,1113,1027
ENSRNOG00000004578,1,0,1,10,3,7,4,2,2
ENSRNOG00000004581,212,308,239,256,256,404,404,324,309
ENSRNOG00000004582,8,2,3,0,0,1,0,0,0
ENSRNOG00000004583,330882,273050,214838,231460,255474,206954,244507,221052,186082
ENSRNOG00000004585,113,33,65,219,105,227,238,85,148
ENSRNOG00000004588,173,304,144,175,189,290,239,217,211
ENSRNOG00000004589,27,39,39,44,38,47,61,27,32
ENSRNOG00000004591,297,314,336,330,421,486,773,460,418
ENSRNOG00000004595,120,111,82,69,58,60,123,76,95
ENSRNOG00000004598,187,183,176,514,370,421,654,465,404
ENSRNOG00000004601,69,4,18,128,42,91,205,34,178
ENSRNOG00000004602,1179,1028,852,774,670,940,1570,844,845
ENSRNOG00000004603,72,34,61,96,32,98,98,58,76
ENSRNOG00000004604,533,782,485,1719,1695,2019,2734,1896,1873
ENSRNOG00000004606,637,575,672,229,276,331,354,327,307
ENSRNOG00000004608,1112,958,776,911,884,897,1307,875,706
ENSRNOG00000004610,42,26,35,1281,890,841,1417,588,636
ENSRNOG00000004612,8108,8935,7163,6071,6855,7244,7658,5829,6162
ENSRNOG00000004613,50,37,31,74,62,65,219,36,43
ENSRNOG00000004614,5,7,7,0,1,0,2,1,1
ENSRNOG00000004616,5786,3520,3738,8526,6134,6959,9488,5848,6517
ENSRNOG00000004621,4426,4897,3790,4985,8523,8795,6136,6847,7997
ENSRNOG00000004623,0,0,0,0,0,2,1,0,0
ENSRNOG00000004624,6081,5936,4735,2524,4460,4691,2567,3411,4107
ENSRNOG00000004626,25,47,71,0,1,0,0,0,0
ENSRNOG00000004628,2538,2681,2020,2592,2758,3252,3896,2662,2558
ENSRNOG00000004629,4778,3785,3435,3061,3583,3162,4080,3279,2693
ENSRNOG00000004630,45,23,38,0,1,3,1,2,0
ENSRNOG00000004632,0,0,0,0,0,0,0,0,0
ENSRNOG00000004633,197,24,122,12,6,1,17,4,14
ENSRNOG00000004635,0,0,0,0,0,0,0,0,0
ENSRNOG00000004637,2021,1672,1699,1565,1304,1666,2309,1265,1533
ENSRNOG00000004639,78,97,91,194,145,231,231,124,154
ENSRNOG00000004640,711,726,403,311,323,234,294,266,228
ENSRNOG00000004641,0,0,0,4,1,3,0,2,1
ENSRNOG00000004642,3,13,1,4,2,4,1,10,2
ENSRNOG00000004645,0,0,1,1,1,1,2,0,0
ENSRNOG00000004646,0,0,1,0,0,0,0,0,0
ENSRNOG00000004647,2,0,2,4,3,5,311,6,1
ENSRNOG00000004649,26,4,7,2415,3971,3917,15632,1712,2550
ENSRNOG00000004650,117,77,133,408,235,364,467,267,238
ENSRNOG00000004657,244,512,263,297,345,407,367,326,325
ENSRNOG00000004659,230,126,143,865,419,510,838,563,408
ENSRNOG00000004660,191,148,118,377,339,375,772,372,263
ENSRNOG00000004661,0,0,0,0,0,2,0,0,0
ENSRNOG00000004662,10,0,3,7,7,7,22,4,9
ENSRNOG00000004666,496,475,594,59,82,217,162,123,168
ENSRNOG00000004667,11,4,7,11,2,3,8,6,5
ENSRNOG00000004668,45,59,30,38,52,50,77,44,45
ENSRNOG00000004670,378,475,370,566,650,830,872,680,747
ENSRNOG00000004672,6,5,2,16,8,23,11,13,9
ENSRNOG00000004673,769,1062,684,92,145,233,311,178,138
ENSRNOG00000004676,0,0,0,2,1,0,0,0,0
ENSRNOG00000004677,445,524,570,565,559,970,1195,681,710
ENSRNOG00000004678,0,1,1,1,4,2,8,0,1
ENSRNOG00000004679,37,53,30,16,20,26,23,16,20
ENSRNOG00000004680,20,23,21,22,26,28,43,23,18
ENSRNOG00000004681,1676,999,1131,1586,1484,1570,2380,1506,1389
ENSRNOG00000004682,3,4,1,7,1,3,13,3,2
ENSRNOG00000004685,206,220,196,178,144,241,345,182,195
ENSRNOG00000004686,1773,2473,1672,1896,2586,2987,2452,2643,2547
ENSRNOG00000004687,587,534,548,3081,1517,2356,2613,1716,1469
ENSRNOG00000004688,703,475,441,636,409,639,713,473,601
ENSRNOG00000004692,0,0,0,0,0,0,0,0,0
ENSRNOG00000004693,119,158,111,84,129,132,112,108,127
ENSRNOG00000004695,7,7,7,13,2,2,2,3,6
ENSRNOG00000004696,480,407,390,368,453,445,638,326,469
ENSRNOG00000004697,88,70,96,22,24,71,34,24,41
ENSRNOG00000004698,32,18,8,69,79,32,183,61,54
ENSRNOG00000004699,6,4,8,190,90,233,396,178,265
ENSRNOG00000004700,105,112,94,364,285,411,571,405,323
ENSRNOG00000004703,0,0,0,0,0,0,0,0,0
ENSRNOG00000004704,0,0,0,0,0,0,0,0,0
ENSRNOG00000004706,13,1,3,6,0,4,0,4,0
ENSRNOG00000004708,1,0,2,7,0,18,5,1,3
ENSRNOG00000004709,569,300,340,430,217,351,641,212,309
ENSRNOG00000004710,223,193,185,102,136,138,276,150,179
ENSRNOG00000004711,3054,2454,2924,2019,1717,2237,3037,2019,2039
ENSRNOG00000004712,9,10,5,26,12,10,13,9,3
ENSRNOG00000004713,0,0,0,0,0,0,0,0,0
ENSRNOG00000004717,0,0,1,0,0,0,3,0,0
ENSRNOG00000004719,10,5,4,5,2,3,9,2,2
ENSRNOG00000004720,168,168,105,124,148,171,307,138,144
ENSRNOG00000004723,961,692,707,1015,956,1021,1542,929,939
ENSRNOG00000004725,0,0,0,0,1,0,0,0,0
ENSRNOG00000004726,13774,15794,11110,6927,7980,8962,9113,7368,7498
ENSRNOG00000004727,178,156,130,275,275,227,439,247,222
ENSRNOG00000004730,592,600,455,515,785,777,576,554,770
ENSRNOG00000004731,10,4,11,11,8,15,18,16,7
ENSRNOG00000004733,122,124,125,204,183,202,276,195,153
ENSRNOG00000004735,399,632,379,504,475,586,664,465,481
ENSRNOG00000004736,139,101,94,105,125,177,130,121,138
ENSRNOG00000004737,1174,754,1129,1277,1273,1848,3916,1235,1527
ENSRNOG00000004740,828,924,924,844,922,1167,1147,876,981
ENSRNOG00000004741,8673,5608,5844,11893,9549,10244,13865,8753,9746
ENSRNOG00000004742,344,376,274,467,435,563,528,401,387
ENSRNOG00000004743,2,1,5,1,0,0,1,1,1
ENSRNOG00000004744,9,20,12,11,7,12,3,9,4
ENSRNOG00000004747,1,0,0,0,0,0,0,0,0
ENSRNOG00000004749,548,913,609,1005,756,996,893,841,891
ENSRNOG00000004751,352,485,381,437,473,603,730,540,525
ENSRNOG00000004752,5,30,5,1,1,5,3,4,0
ENSRNOG00000004753,19,25,16,20,29,29,30,22,20
ENSRNOG00000004754,10,5,0,14,24,18,13,3,21
ENSRNOG00000004755,637,523,522,640,636,693,982,617,702
ENSRNOG00000004756,31,177,68,1,3,3,3,0,0
ENSRNOG00000004757,152,71,105,99,53,80,82,76,84
ENSRNOG00000004760,517,724,420,325,494,624,565,481,509
ENSRNOG00000004763,298,1136,835,312,313,449,729,414,360
ENSRNOG00000004766,1489,3302,1923,902,689,909,1590,767,969
ENSRNOG00000004768,3,0,0,0,0,0,0,0,0
ENSRNOG00000004772,78,38,24,118,118,157,188,108,143
ENSRNOG00000004773,1677,1266,1376,1006,1084,1219,1439,1057,1012
ENSRNOG00000004774,15,6,5,1,3,2,3,1,1
ENSRNOG00000004775,983,1013,1028,788,912,1043,1090,814,866
ENSRNOG00000004776,128,128,75,173,210,239,401,285,264
ENSRNOG00000004777,1591,1146,1103,1663,1510,1777,2512,1469,1582
ENSRNOG00000004778,5,0,0,0,0,3,1,1,2
ENSRNOG00000004779,1,0,0,1,0,0,0,0,0
ENSRNOG00000004781,21,5,16,35,50,67,104,70,59
ENSRNOG00000004783,43,49,57,41,29,36,35,25,47
ENSRNOG00000004784,439,365,343,359,414,417,550,410,383
ENSRNOG00000004786,42,21,23,12,18,12,21,24,9
ENSRNOG00000004787,164,185,156,173,136,182,236,154,174
ENSRNOG00000004789,409,561,472,831,947,1040,1285,951,923
ENSRNOG00000004791,1314,1312,1229,1598,1443,1855,2151,1564,1596
ENSRNOG00000004793,1274,1472,1062,2389,2147,2616,4227,2607,2508
ENSRNOG00000004794,35,33,41,61,46,65,99,75,81
ENSRNOG00000004795,0,17,0,1,0,0,2,0,0
ENSRNOG00000004805,267,73,153,37,13,44,59,10,33
ENSRNOG00000004806,245,223,159,365,391,401,584,299,398
ENSRNOG00000004807,1123,849,921,1273,1718,2388,1456,1359,2178
ENSRNOG00000004808,0,0,0,0,0,0,0,0,0
ENSRNOG00000004809,0,0,0,0,0,0,0,0,0
ENSRNOG00000004810,49,55,33,69,61,63,70,59,40
ENSRNOG00000004812,929,496,809,2238,1741,1807,1730,1622,1313
ENSRNOG00000004813,1516,1361,1232,1694,1735,1894,2200,1633,1647
ENSRNOG00000004814,1414,1038,886,1521,1298,1403,2096,1277,1320
ENSRNOG00000004819,25,27,29,131,112,120,242,93,100
ENSRNOG00000004820,2032,2188,1680,1428,1581,1605,1714,1460,1250
ENSRNOG00000004821,210,479,328,100,115,208,193,175,141
ENSRNOG00000004823,618,220,235,391,376,376,677,268,398
ENSRNOG00000004826,999,847,900,923,816,1103,1474,931,950
ENSRNOG00000004827,1804,1777,1604,1671,1801,2428,3928,2320,2418
ENSRNOG00000004828,1,0,0,1,0,0,2,1,1
ENSRNOG00000004829,525,468,334,420,376,375,519,404,345
ENSRNOG00000004831,582,537,452,558,448,514,890,407,570
ENSRNOG00000004834,518,460,449,254,261,280,308,241,200
ENSRNOG00000004837,1112,2194,1681,733,840,1391,1068,917,1092
ENSRNOG00000004839,8,8,7,34,32,22,44,34,38
ENSRNOG00000004841,2521,2252,1630,678,1048,1733,954,758,1419
ENSRNOG00000004842,36,56,45,77,115,98,148,101,85
